step,seen_tokens,time_delta_s,run_name,lr_mult,train_loss,val_loss
50,3199950,119.65154361724854,example_run,0.51,3.1338848039215685,
100,6399900,16.3812096118927,example_run,1.0,2.8678125,
150,9599850,16.41080927848816,example_run,1.0,2.64375,
200,12799800,16.49898672103882,example_run,1.0,2.3640625,
250,15999750,16.49625039100647,example_run,1.0,2.12515625,
300,19199700,17.352141618728638,example_run,1.0,1.9709375,
350,22399650,16.391953468322754,example_run,1.0,1.795625,
400,25599600,16.450556755065918,example_run,1.0,1.72296875,
450,28799550,16.46993350982666,example_run,1.0,1.6653125,
500,31999500,40.12283253669739,example_run,1.0,,1.61109375
500,31999500,56.724143743515015,example_run,1.0,1.63875,
550,35199450,16.42867159843445,example_run,1.0,1.60265625,
600,38399400,16.492692708969116,example_run,1.0,1.55375,
650,41599350,16.481218814849854,example_run,1.0,1.560625,
700,44799300,16.39604926109314,example_run,1.0,1.50453125,
750,47999250,16.37804126739502,example_run,1.0,1.510625,
800,51199200,16.412257194519043,example_run,1.0,1.47515625,
850,54399150,16.39157271385193,example_run,1.0,1.46453125,
900,57599100,16.3729407787323,example_run,1.0,1.4359375,
950,60799050,16.396283864974976,example_run,1.0,1.4209375,
1000,63999000,13.089467763900757,example_run,1.0,,1.40734375
1000,63999000,29.64517855644226,example_run,1.0,1.443125,
1050,67198950,16.438762426376343,example_run,1.0,1.40640625,
1100,70398900,16.460917234420776,example_run,1.0,1.4125,
1150,73598850,16.42000102996826,example_run,1.0,1.3896875,
1200,76798800,16.394897937774658,example_run,1.0,1.38984375,
1250,79998750,16.420902252197266,example_run,1.0,1.3784375,
1300,83198700,16.41181230545044,example_run,1.0,1.39421875,
1350,86398650,16.39146327972412,example_run,1.0,1.37203125,
1400,89598600,16.404061555862427,example_run,1.0,1.36375,
1450,92798550,16.43313717842102,example_run,1.0,1.3859375,
1500,95998500,13.261816501617432,example_run,1.0,,1.32953125
1500,95998500,29.834925651550293,example_run,1.0,1.33125,
1550,99198450,16.465255975723267,example_run,1.0,1.3846875,
1600,102398400,17.135417699813843,example_run,1.0,1.329375,
1650,105598350,16.409247398376465,example_run,1.0,1.300625,
1700,108798300,16.428120374679565,example_run,1.0,1.3359375,
1750,111998250,16.428732872009277,example_run,1.0,1.29109375,
1800,115198200,16.44285559654236,example_run,1.0,1.31984375,
1850,118398150,16.45399570465088,example_run,1.0,1.339375,
1900,121598100,16.458235502243042,example_run,1.0,1.29734375,
1950,124798050,16.499592542648315,example_run,1.0,1.28328125,
2000,127998000,13.205094575881958,example_run,1.0,,1.25453125
2000,127998000,31.35698127746582,example_run,1.0,1.25703125,
2050,131197950,16.453066110610962,example_run,1.0,1.2440625,
2100,134397900,16.437808513641357,example_run,1.0,1.22890625,
2150,137597850,16.47418189048767,example_run,1.0,1.213125,
2200,140797800,16.452298164367676,example_run,1.0,1.20328125,
2250,143997750,16.427797317504883,example_run,1.0,1.17953125,
2300,147197700,16.463690996170044,example_run,1.0,1.165625,
2350,150397650,16.43266201019287,example_run,1.0,1.16515625,
2400,153597600,16.523524522781372,example_run,1.0,1.161875,
2450,156797550,16.52571702003479,example_run,1.0,1.1478125,
2500,159997500,13.12569522857666,example_run,1.0,,1.129921875
2500,159997500,29.76857018470764,example_run,1.0,1.1615625,
2550,163197450,16.46056294441223,example_run,1.0,1.14875,
2600,166397400,16.409204244613647,example_run,1.0,1.12734375,
2650,169597350,16.440985679626465,example_run,1.0,1.13078125,
2700,172797300,16.438199996948242,example_run,1.0,1.12734375,
2750,175997250,16.423202753067017,example_run,1.0,1.125703125,
2800,179197200,16.424826860427856,example_run,1.0,1.10671875,
2850,182397150,16.427550792694092,example_run,1.0,1.11203125,
2900,185597100,16.551658868789673,example_run,1.0,1.10828125,
2950,188797050,16.520509719848633,example_run,1.0,1.09734375,
3000,191997000,13.128912925720215,example_run,1.0,,1.105390625
3000,191997000,29.72039556503296,example_run,1.0,1.0915625,
3050,195196950,16.4428391456604,example_run,1.0,1.10125,
3100,198396900,16.460948944091797,example_run,1.0,1.102421875,
3150,201596850,16.45090937614441,example_run,1.0,1.08421875,
3200,204796800,16.452152967453003,example_run,1.0,1.094765625,
3250,207996750,16.42535948753357,example_run,1.0,1.09609375,
3300,211196700,16.409743309020996,example_run,1.0,1.0953125,
3350,214396650,16.512559413909912,example_run,1.0,1.073359375,
3400,217596600,16.471478939056396,example_run,1.0,1.088125,
3450,220796550,16.44913077354431,example_run,1.0,1.07421875,
3500,223996500,13.135362386703491,example_run,1.0,,1.079453125
3500,223996500,29.74687910079956,example_run,1.0,1.0709375,
3550,227196450,16.455645322799683,example_run,1.0,1.09125,
3600,230396400,16.438763856887817,example_run,1.0,1.092421875,
3650,233596350,16.446095943450928,example_run,1.0,1.075078125,
3700,236796300,16.448490858078003,example_run,1.0,1.08671875,
3750,239996250,16.475114583969116,example_run,1.0,1.08203125,
3800,243196200,16.551156759262085,example_run,1.0,1.0609375,
3850,246396150,16.50082564353943,example_run,1.0,1.063984375,
3900,249596100,16.42726230621338,example_run,1.0,1.0728125,
3950,252796050,16.391881227493286,example_run,1.0,1.0553125,
4000,255996000,13.104189157485962,example_run,1.0,,1.0477734375
4000,255996000,31.15730595588684,example_run,1.0,1.06203125,
4050,259195950,16.4690043926239,example_run,1.0,1.046796875,
4100,262395900,16.479660034179688,example_run,1.0,1.0596875,
4150,265595850,16.44946551322937,example_run,1.0,1.051796875,
4200,268795800,16.49829936027527,example_run,1.0,1.0475,
4250,271995750,16.59356427192688,example_run,1.0,1.04625,
4300,275195700,16.55584979057312,example_run,1.0,1.0690625,
4350,278395650,16.46058750152588,example_run,1.0,1.04078125,
4400,281595600,16.45629572868347,example_run,1.0,1.053671875,
4450,284795550,16.426538228988647,example_run,1.0,1.0484375,
4500,287995500,13.133838891983032,example_run,1.0,,1.0567578125
4500,287995500,29.74558162689209,example_run,1.0,1.04703125,
4550,291195450,16.41628360748291,example_run,1.0,1.044296875,
4600,294395400,16.40471649169922,example_run,1.0,1.03875,
4650,297595350,16.406879663467407,example_run,1.0,1.030390625,
4700,300795300,16.45354986190796,example_run,1.0,1.0428125,
4750,303995250,16.46416425704956,example_run,1.0,1.025625,
4800,307195200,16.455583810806274,example_run,1.0,1.05421875,
4850,310395150,16.40933132171631,example_run,1.0,1.035625,
4900,313595100,16.377209186553955,example_run,1.0,1.027734375,
4950,316795050,16.399271249771118,example_run,1.0,1.039140625,
5000,319995000,13.140307426452637,example_run,1.0,,1.02109375
5000,319995000,29.68720006942749,example_run,1.0,1.031015625,
5050,323194950,16.406329870224,example_run,1.0,1.025625,
5100,326394900,16.415735960006714,example_run,1.0,1.036328125,
5150,329594850,16.434108018875122,example_run,1.0,1.0334375,
5200,332794800,16.48347043991089,example_run,1.0,1.026328125,
5250,335994750,16.416735887527466,example_run,1.0,1.0171875,
5300,339194700,16.37977409362793,example_run,1.0,1.02390625,
5350,342394650,16.391864776611328,example_run,1.0,1.0290625,
5400,345594600,16.383418083190918,example_run,1.0,1.012578125,
5450,348794550,16.434446573257446,example_run,1.0,1.037109375,
5500,351994500,13.130883693695068,example_run,1.0,,1.005234375
5500,351994500,29.67000985145569,example_run,1.0,1.0084375,
5550,355194450,16.394312143325806,example_run,1.0,1.019140625,
5600,358394400,16.487536907196045,example_run,1.0,1.031953125,
5650,361594350,16.50089406967163,example_run,1.0,1.030859375,
5700,364794300,16.437354803085327,example_run,1.0,0.99859375,
